status,floor,type,name,globalId,magnitude,approved
verified,01,IfcPipeSegment,Pipe Types:Steel Heating:13651895,2GOonHucLFHg7SewT2NCFF,26,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3411826,2VW8oDMSfE2RAKx$0Ht2$V,26,no
verified,Undefined,IfcBeam,CHANNEL_BEAM,2bFn$KZT19oBOUfrdtwQ5P,26,no
verified,Undefined,IfcBeam,BEAM,2cJ8hwYxL0dQDR1qDkyMRb,26,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3419415,2hDUvQ0aL08h5aw6fqGtjE,26,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:3702298,2jXTuW3KH3u90LiEzJzQXx,26,no
verified,02,IfcDuctSegment,Round Duct:Pressed Bend - Slip Joint:11725561,2ykjEHqsLAygN49lthYiyM,26,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3449458,3LRPnSmq1CIuFl6_BL4EMf,26,no
verified,02,IfcWall,Basic Wall:IW03_50dB_122mm:1175726,3RkHgAvGj8oR7ad60KgDlb,26,no
verified,02,IfcPipeFitting,Victaulic-IPS-Elbow No 10-13:Standard:3589915,3ZwXn8dd9AvumEkMqJNt0u,26,no
verified,02,IfcPipeFitting,Victaulic-IPS-Elbow No 10-13:Standard:3589495,3ZwXn8dd9AvumEkMqJNt9K,26,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):4608394,3l6AYkaaHBMxg$P5733HjF,26,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:4734382,3m5TMYSEPF9OJT19xuZefc,26,no
verified,Undefined,IfcBeam,BEAM,3zYwV463f00O5CqdI85GxC,26,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:13437259,2Sycqqmqn09hAlRUzKU6I7,26,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12574890,04xp5u09L7GxolKkDhSxbi,25,no
verified,02,IfcCableCarrierFitting,TR - Electrical Trunking Square Elbow:Electrical:12831634,06KYouS$X9_xK_q1e$H4Gb,25,no
verified,02,IfcDuctSegment,Rectangular Duct:Electrical Trunking:9912528,09A9KbM9z4DOWIOWMUs4Xu,25,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12595523,09CPzvvfjD6x4kusBOuccK,25,no
verified,02,IfcWall,Basic Wall:IW02_45dB_102mm:1407057,0CwwD$QWL8TPmO6BvC0Vdn,25,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8554366,0ERLmo4C17QhMZisAdvnmo,25,no
verified,02,IfcWall,Basic Wall:IW01_0dB_102mm:2911670,0EWKOf6zX0WB7G1uzlmR$f,25,no
verified,01,IfcSlab,Cast-In-Place Stair:Stair:2089267 Landing 1,0KCW7ww4nALhPYi8T0alAP,25,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401848,0KqpSkma91KQQW4BoaratX,25,no
verified,Undefined,IfcBeam,BEAM,0gvvu4hw93Kh1uOL$3rFfQ,25,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9504643,0hwo3sCQr69gas$RCmKJHy,25,no
verified,Undefined,IfcBeam,ROOF_BRACE,0lrMODGlL85QYvY6kBISfK,25,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3400832,0w1swDUmP99xz5zcYLshdS,25,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3400833,0w1swDUmP99xz5zcYLshdT,25,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401172,0w1swDUmP99xz5zcYLshY8,25,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:2588022,1JLnwmkmvDdBu9rIjwih7r,25,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3782997,1PoYFu5oj3oPQqJOSG5sNO,25,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12014197,1lZ91mGwL73wNZc5V2ryp9,25,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3414416,2DRR6qssX5pQKPCcF$3c4K,25,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494653,2OGNb62BX2IfI4ZqWtq1Hx,25,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494635,2OGNb62BX2IfI4ZqWtq1Hj,25,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3411908,2VW8oDMSfE2RAKx$0Ht2zf,25,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3419129,2hDUvQ0aL08h5aw6fqGtsW,25,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3419135,2hDUvQ0aL08h5aw6fqGtsc,25,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3400060,2nLO9BJXv8u8tU2AWaSB5q,25,no
verified,02,IfcPipeFitting,Tee - Plain - PVC-C:Standard:11781460,2ykjEHqsLAygN49lthY_2x,25,no
verified,02,IfcDuctSegment,Round Duct:Pressed Bend - Slip Joint:11760359,2ykjEHqsLAygN49lthYrS8,25,no
verified,02,IfcPipeSegment,Pipe Types:Copper Domestics:11751414,2ykjEHqsLAygN49lthYseP,25,no
verified,02,IfcPipeSegment,Pipe Types:Copper Domestics:11753110,2ykjEHqsLAygN49lthYtDv,25,no
verified,02,IfcPipeFitting,AGL_PipeFitting_3BossBranchSwept:Type 301:12776003,33zSm1_PH7nfs$_UYX0q0f,25,no
verified,Undefined,IfcBeam,BEAM,3F3$VgILr3SApiu8gg1$En,25,no
verified,02,IfcCovering,Compound Ceiling:AHR_Ceiling_C4.1_Plasterboard:2552020,3FodpYbe57Pwv53JRJPGaP,25,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3589917,3ZwXn8dd9AvumEkMqJNt0_,25,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3429120,3lPjhbcJjDxggerrTpSZBb,25,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):4735060,3m5TMYSEPF9OJT19xuZlUS,25,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8553791,3ofPGJu0f7Mu78KYE14BEW,25,no
verified,Undefined,IfcBeam,BEAM,3y4qdfNejB4weMTBypjM3j,25,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING:BW OPENING:10334625,1L$FkinATB$A8JSgJKdG1y,25,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12917888,12Rfi4WkL2u9TSlWeFfxhM,25,no
verified,Undefined,IfcMember,VERT_BRACE_TUBE,03XR5GyQX3wfKXF0nRDifQ,24,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910009,09A9KbM9z4DOWIOWMUs3vH,24,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3413238,0CbLtd2f1EXvy4qsw1Z3SP,24,no
verified,01,IfcSlab,Cast-In-Place Stair:Stair:2089267 Landing 2,0KCW7ww4nALhPYi8T0al6D,24,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3425858,0Km9QgkUj4Suq4NHKhFQsZ,24,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401835,0KqpSkma91KQQW4Boarato,24,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage PVC New:12779465,0im$V8ptHD8ATqCrIyVLOB,24,no
verified,R2,IfcRoof,Basic Roof:Roof slab placeholder DO NOT DELETE:4535051,1$xyhSmRb6egURrIBXVmBe,24,no
verified,R2,IfcRoof,Basic Roof:Roof slab placeholder DO NOT DELETE:4534898,1$xyhSmRb6egURrIBXVmEH,24,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:2588023,1JLnwmkmvDdBu9rIjwih7q,24,no
verified,02,IfcWall,Basic Wall:IW06_50dB_230mm:7663446,1Iy1v3WrTCgwXzb$8MObv0,24,no
verified,02,IfcWall,Basic Wall:IW02_45dB_102mm:1992021,1NnGh6nM57khvEcNsAUeEt,24,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3402624,1_XberoHPCOA7pqervehy5,24,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3402642,1_XberoHPCOA7pqervehyN,24,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3421400,1eEuhQwwvB6ftVAvrpgwht,24,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9486506,2$EgfGQx9CjxazA1ljmCSQ,24,no
verified,Undefined,IfcBeam,BEAM,25OmG$4X53cPS4EUEx96Qk,24,no
verified,Undefined,IfcBeam,BEAM,29N02OTdD77xcx1UB1sqa7,24,no
verified,02,IfcWall,Basic Wall:Cubicle - colour 10 Oak:9382703,29qPakIjbDkwWNG_k6cRVL,24,no
verified,Undefined,IfcBeam,BEAM,2TAKYTS9n69B2bTi6ei7ly,24,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3411844,2VW8oDMSfE2RAKx$0Ht2yf,24,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9906458,2nv4S3pV18axbev$X4qhcz,24,no
verified,02,IfcBuildingElementProxy,90 ShortRadiusBends 2 in Deep:Default:9907641,2nv4S3pV18axbev$X4qhqU,24,no
verified,02,IfcPipeSegment,Pipe Types:Copper Domestics:11750615,2ykjEHqsLAygN49lthYsau,24,no
verified,Undefined,IfcBeam,BEAM,3H3tbxbKb6Pvx2F5pI6yM8,24,no
verified,02,IfcWall,Basic Wall:IPS - colour 9 BLUE light:9422407,3QNNWfY998PRj7WTpN0n6T,24,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:6105007,3SmOzqcVL3F9SokQCL5GIn,24,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:6105056,3SmOzqcVL3F9SokQCL5GJ_,24,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:6105057,3SmOzqcVL3F9SokQCL5GJ$,24,no
verified,Undefined,IfcBeam,BEAM,3Xl6t$NRD7MQ3Htx42SJg8,24,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):4735059,3m5TMYSEPF9OJT19xuZlUR,24,no
verified,02,IfcCovering,Basic Wall:LN20 Column encasement_15mm:8553136,3ofPGJu0f7Mu78KYE14BGl,24,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8554352,0ERLmo4C17QhMZisAdvnmy,23,no
verified,01,IfcStairFlight,Cast-In-Place Stair:Stair:2089267 Run 3,0KCW7ww4nALhPYi8T0al1o,23,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3425860,0Km9QgkUj4Suq4NHKhFQsb,23,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401761,0KqpSkma91KQQW4Boarasu,23,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401806,0KqpSkma91KQQW4BoaratN,23,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9899713,0M0AoB3FrEGxoapz3oTzHS,23,no
verified,Undefined,IfcBeam,BEAM,0hvZn$78XFpeJlPlrcH2i5,23,no
verified,02,IfcCovering,Compound Ceiling:AHR_LN30 beam encasement:9506085,0hwo3sCQr69gas$RCmKJxQ,23,no
verified,Undefined,IfcBeam,BEAM,0jTJbdYSX1O9YudTZcrx9t,23,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3406576,19tgmllKf0l8wknYzdCRTI,23,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3447663,1HJnIHFlPBpODPjT1Sc7qT,23,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3421432,1eEuhQwwvB6ftVAvrpgwhN,23,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3420250,1eEuhQwwvB6ftVAvrpgwvr,23,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:1811214,1yO5FFWfz9i8yrlHNCoT4f,23,no
verified,02,IfcPipeFitting,Bush Reducing - Plain - PVC-C:Standard:12874462,25LZiN2Pz7BBAbb$fTBh1H,23,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494290,2OGNb62BX2IfI4ZqWtq2iK,23,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494637,2OGNb62BX2IfI4ZqWtq1Hh,23,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12580205,2UfND8bfbD3gIM1d2pLSdJ,23,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:3702297,2jXTuW3KH3u90LiEzJzQXw,23,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3398187,2nLO9BJXv8u8tU2AWaS8eZ,23,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9907554,2nv4S3pV18axbev$X4qht5,23,no
verified,Undefined,IfcBeam,BEAM,2uHw_Ftd112AsB9loLfMpR,23,no
verified,00,IfcPipeSegment,Pipe Types:Above Ground Drainage VUL:11729522,2ykjEHqsLAygN49lthYj_T,23,no
verified,02,IfcDuctSegment,Round Duct:Pressed Bend - Slip Joint:11734867,2ykjEHqsLAygN49lthYogy,23,no
verified,02,IfcCovering,Beam Encasement L02 Grid H-North2:Beam Encasement L02 Grid H-North:11492943,33g_AG05b9sw7h4GMaamxq,23,no
verified,Undefined,IfcBeam,BEAM,3JZnZ2uDz9sRDNDDTYes2b,23,no
verified,02,IfcCovering,Beam Encasement L15:Beam Encasement L02:11488729,3UYbg1Mp1AsOV6GkbvDm4S,23,no
verified,02,IfcCovering,Beam Encasement L02 G11:Beam Encasement L02 G4:11466069,3YPFvxq1P9d9plfgYldHBY,23,no
verified,Undefined,IfcBeam,BEAM,3f9D6jgjz379_YCXZYzpKk,23,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):4608407,3l6AYkaaHBMxg$P5733HgP,23,no
verified,02,IfcCovering,Basic Wall:LN20 Column encasement_15mm:8553806,3ofPGJu0f7Mu78KYE14BFH,23,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3408552,3v9xDUcE13reP5o14YYCPE,23,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910235,09A9KbM9z4DOWIOWMUs3zp,22,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9912403,09A9KbM9z4DOWIOWMUs4Zx,22,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3413239,0CbLtd2f1EXvy4qsw1Z3SO,22,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8554365,0ERLmo4C17QhMZisAdvnmn,22,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12578009,0GpXJGKQDD8h7N7qM0uTVv,22,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3426525,0Km9QgkUj4Suq4NHKhFQCy,22,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401799,0KqpSkma91KQQW4BoaratU,22,no
verified,Undefined,IfcMember,VERT_BRACE_TUBE,0PmuxZPQj3EQitsiQ3O2h8,22,no
verified,Undefined,IfcBeam,BEAM,1JuyCOTQ52CPv9O5Ckfqd2,22,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:10101160,1Ldjdzz0T1deCjwhBkRIAm,22,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3783845,1PoYFu5oj3oPQqJOSG5s0e,22,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3421768,1eEuhQwwvB6ftVAvrpgwXd,22,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3420139,1eEuhQwwvB6ftVAvrpgx74,22,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage VUL:12576977,1haLSL37T2ThKMH9cdbGuD,22,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9486507,2$EgfGQx9CjxazA1ljmCSR,22,no
verified,02,IfcWall,Basic Wall:Cubicle - colour 10 Oak:9382676,29qPakIjbDkwWNG_k6cRSu,22,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494253,2OGNb62BX2IfI4ZqWtq2hh,22,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494634,2OGNb62BX2IfI4ZqWtq1Hi,22,no
verified,Undefined,IfcBeam,BEAM,2nIoOC0QH6lQgfMsgFTAzi,22,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3400061,2nLO9BJXv8u8tU2AWaSB5r,22,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9905036,2nv4S3pV18axbev$X4qhCh,22,no
verified,02,IfcDuctSegment,Round Duct:Pressed Bend - Slip Joint:11727366,2ykjEHqsLAygN49lthYjVf,22,no
verified,02,IfcDuctFitting,Duct Branch -Round Shoe Branch - Slip Joint:Standard:11738372,2ykjEHqsLAygN49lthYpZh,22,no
verified,Undefined,IfcBeam,BEAM,3$ajZ2Ew59QvOsExnyiq9S,22,no
verified,02,IfcCovering,Beam Encasement L02 Grid H-North4:Beam Encasement L02 Grid H-North:11493281,33g_AG05b9sw7h4GMaamyQ,22,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9914153,3ZMdLyTJjE5hexaEdLQFb_,22,no
verified,02,IfcCovering,Basic Wall:LN20 Column encasement_15mm:8552942,3ofPGJu0f7Mu78KYE14BTn,22,no
verified,Undefined,IfcBeam,BEAM,3uenWYc$5FwOcRKf7knhGX,22,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12916377,12Rfi4WkL2u9TSlWeFfxE5,22,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12977342,0fT4xIU7XFkh5FFZQhVAWL,22,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9908878,09A9KbM9z4DOWIOWMUs3ec,21,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401711,0KqpSkma91KQQW4Boara9s,21,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401846,0KqpSkma91KQQW4Boaratl,21,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3402481,0KqpSkma91KQQW4Boaraze,21,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):4577844,0UI3G6DJHBHOAHeVwCMpcw,21,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3447540,1HJnIHFlPBpODPjT1Sc7o6,21,no
verified,02,IfcWall,Basic Wall:IW31_0dB_100mm:1986767,1NnGh6nM57khvEcNsAUhOj,21,no
verified,Undefined,IfcBeam,BEAM,1WF_U$xDz2Oght$96DcYTd,21,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3421318,1eEuhQwwvB6ftVAvrpgwgf,21,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3420093,1eEuhQwwvB6ftVAvrpgx6I,21,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12013513,1lZ91mGwL73wNZc5V2rz5r,21,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:1811213,1yO5FFWfz9i8yrlHNCoT4g,21,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9486406,2$EgfGQx9CjxazA1ljmCVs,21,no
verified,02,IfcWall,Basic Wall:LN01_0dB 40mm (Internal):9492246,2OGNb62BX2IfI4ZqWtq2CG,21,no
verified,Undefined,IfcBeam,BEAM,2jGhuHxAbAGQwLfa3yJUvv,21,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9905438,2nv4S3pV18axbev$X4qhMv,21,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9906672,2nv4S3pV18axbev$X4qhbN,21,no
verified,02,IfcSlab,Basic Roof:R002a - Bitumen - Metal Deck:3207260,2xX9jkE297cQjRINMGPn$5,21,no
verified,02,IfcDuctSilencer,ESG_DuctAccessories_RoundVolumeControlDamper1:Standard 2:11726237,2ykjEHqsLAygN49lthYiXo,21,no
verified,02,IfcPipeSegment,Pipe Types:Copper Domestics:11751319,2ykjEHqsLAygN49lthYsfu,21,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:986481,32XD08rvLBk8syab24qKiO,21,no
verified,02,IfcCovering,Compound Ceiling:AHR_Ceiling_C4.1_Plasterboard:2552040,3FodpYbe57Pwv53JRJPGgN,21,no
verified,Undefined,IfcBeam,BEAM,3LQHLjH4n4Wu5Twd33GykT,21,no
verified,01,IfcWall,Basic Wall:IW02_48dB_102mm:1172556,3RkHgAvGj8oR7ad60KgCy7,21,no
verified,Undefined,IfcBeam,CHANNEL_BEAM,3gomviMX95khDmf3_Z$K2v,21,no
verified,Undefined,IfcBeam,BEAM,3oGP1gYWT7qA6PBSTKulvd,21,no
verified,02,IfcCovering,Basic Wall:LN20 Column encasement_15mm:8553595,3ofPGJu0f7Mu78KYE14BBa,21,no
verified,02,IfcCovering,Basic Wall:LN20 Column encasement_15mm:8553134,3ofPGJu0f7Mu78KYE14BGn,21,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910687,09A9KbM9z4DOWIOWMUs34t,20,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9909554,09A9KbM9z4DOWIOWMUs3sQ,20,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9909612,09A9KbM9z4DOWIOWMUs3t4,20,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3412698,0CbLtd2f1EXvy4qsw1Z34r,20,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3413091,0CbLtd2f1EXvy4qsw1Z3UC,20,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8554529,0ERLmo4C17QhMZisAdvnDj,20,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12578373,0GpXJGKQDD8h7N7qM0uTLb,20,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401755,0KqpSkma91KQQW4Boaras2,20,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3400870,0w1swDUmP99xz5zcYLshdw,20,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401435,0w1swDUmP99xz5zcYLshk7,20,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3418542,12tS2p7$5BZgMZXmZGvzP1,20,no
verified,02,IfcSlab,Floor:AHR_Precast stair top step:7783729,18Ex3Hq2X6lh2$RCkPjbq8,20,no
verified,02,IfcWall,Basic Wall:IW06_50dB_230mm:7663435,1Iy1v3WrTCgwXzb$8MObvT,20,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3421238,1eEuhQwwvB6ftVAvrpgweP,20,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage VUL:12575357,1haLSL37T2ThKMH9cdbGIX,20,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12014141,1lZ91mGwL73wNZc5V2ryo1,20,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9486267,2$EgfGQx9CjxazA1ljmBWB,20,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3411910,2VW8oDMSfE2RAKx$0Ht2zh,20,no
verified,Undefined,IfcBeam,BEAM,2YBq4TAUDF0PyKk5wN5AY0,20,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:4579180,2kPffT0CPA2AmimKRgRR7c,20,no
verified,02,IfcDuctSegment,Round Duct:Pressed Bend - Slip Joint:11726250,2ykjEHqsLAygN49lthYiX5,20,no
verified,02,IfcPipeFitting,Cross - Plain - PVC-C:Standard:11729478,2ykjEHqsLAygN49lthYj_f,20,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:986477,32XD08rvLBk8syab24qKi4,20,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage PVC New:12775988,33zSm1_PH7nfs$_UYX0q15,20,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):7750804,34DNf0SS1EivoLJXMgaT3I,20,no
verified,R2,IfcRoof,Basic Roof:Roof slab placeholder DO NOT DELETE:1232410,37wl8g7r9BDRv3zJUt6VvU,20,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:6105009,3SmOzqcVL3F9SokQCL5GIl,20,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:6105005,3SmOzqcVL3F9SokQCL5GIp,20,no
verified,Undefined,IfcBeam,CHANNEL_BEAM,3WH18x9MfCfgaVfqx1x0Pn,20,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:8552527,3WTJcUwMb87fZ1dRyrUEE$,20,no
verified,02,IfcPipeFitting,Victaulic-IPS-Elbow No 10-13:Standard:3590138,3ZwXn8dd9AvumEkMqJNt3P,20,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3590146,3ZwXn8dd9AvumEkMqJNtyX,20,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:1899880,3_D_FlLcf9xxyoTt3pCq6q,20,no
verified,02,IfcCovering,Beam Encasement L02 Grid F2:Beam Encasement L02 Grid F:11495634,3f_HI3dBD0YOtWuvlO9OcW,20,no
verified,01,IfcWall,Basic Wall:IW30_0dB_85mm:2200554,3gGebkJBL4TBeKAv$KzZgD,20,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING:BW OPENING:7538452,0HPqbHT_jD3Q9ICHRlSgfm,20,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING:BW OPENING:7538444,0HPqbHT_jD3Q9ICHRlSgfe,20,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING:BW OPENING:7538530,0HPqbHT_jD3Q9ICHRlSge6,20,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12953957,3F8elRFCfEl9f0qrWHV$$A,20,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:13984586,3P9RYkyT56neztq0AVDFxQ,20,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910674,09A9KbM9z4DOWIOWMUs34w,19,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:4171795,0R0DHe4dzFoQlypB8jMSXe,19,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401379,0w1swDUmP99xz5zcYLshl$,19,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3418504,12tS2p7$5BZgMZXmZGvzPd,19,no
verified,02,IfcCovering,Grid E L02 Beam Encasement16:Grid E L02 Beam Encasement:11473909,1N7$nmQgzF2AfgrchAd5sI,19,no
